"Name","Race","Gender","Class","Realm","Guild","AchievementPoints","HonorableKills","Faction","AppearanceCount","CharacterAge","PlayedTime","AchievementsTotal","ilvl"
"Aluckard",10,0,12,"Evermoon","Hollywood Undead",150,0,"Horde",12,"0 years 0 months 1 days",645,1450,
"Amdufarm",1,1,2,"WoD","Bosque de Bambu",150,0,"Alliance",24,"0 years 5 months 25 days",22423,1335,
"Annaleahun",1,1,2,"WoD","DasLegat",150,0,"Alliance",0,"7 years 1 months 4 days",2289,-1,
"Annaliza",1,1,3,"Evermoon","Antisocial",150,0,"Alliance",0,"6 years 4 months 21 days",29589,-1,
"Anniela",8,1,5,"Evermoon","Servants of Odin",150,0,"Horde",0,"3 years 7 months 25 days",37759,-1,
"Antoniomaceo",4,0,12,"Evermoon","Clan Zenin",150,0,"Alliance",12,"0 years 6 months 19 days",1824,1375,
"Araura",8,1,5,"Evermoon","Divine",150,0,"Horde",0,"7 years 4 months 25 days",23047,-1,
"Arkuran",3,0,2,"Evermoon","Red Moon Rising",150,0,"Alliance",0,"2 years 7 months 16 days",36587,-1,
"Arthasbad",1,0,6,"Evermoon","Everything Laptops",150,0,"Alliance",0,"5 years 10 months 21 days",117252,-1,
"Arthest",10,0,8,"Tauri","Das Ist Undebach",150,0,"Horde",0,"4 years 5 months 30 days",15984,-1,
"Asdqweq",10,0,12,"Evermoon","Los Mexicano",150,0,"Horde",12,"0 years 0 months 27 days",426,1175,
"Ashá",8,1,7,"Evermoon","Pixel Frenzy",150,0,"Horde",0,"9 years 4 months 22 days",14221,-1,
"Asphaltus",10,0,2,"WoD","Cha Ching",150,0,"Horde",28,"0 years 2 months 22 days",27683,510,
"Atakatana",4,0,11,"WoD","Rohamosztag",150,0,"Alliance",0,"4 years 11 months 22 days",15401,-1,
"Atnarok",2,0,6,"Evermoon","Infusíon",150,0,"Horde",0,"4 years 11 months 22 days",78897,-1,
"Atíí",2,0,1,"WoD","Supernova",150,0,"Horde",10,"0 years 7 months 14 days",938,-1,
"Avalinax",10,1,12,"Evermoon","GUARDIANES DE LA HORDA",150,0,"Horde",13,"0 years 1 months 0 days",1125,1955,
"Ayreondk",2,0,6,"Evermoon","Die Schwarzen Ritter",150,0,"Horde",28,"0 years 10 months 30 days",6945,350,
"Azerris",4,1,12,"Evermoon","Stormgarde",150,0,"Alliance",12,"0 years 0 months 20 days",380,3325,
"Azezidh",4,1,12,"Tauri","Riders on the Storm",150,0,"Alliance",11,"0 years 2 months 20 days",5841,9545,
"Azmödeus",10,0,12,"Evermoon","Los Mexicano",150,0,"Horde",13,"0 years 0 months 24 days",1428,1675,
"Baguka",6,0,10,"WoD","Migo Gang",150,0,"Horde",0,"9 years 1 months 16 days",13028,-1,
"Balbacilxx",10,0,12,"Evermoon","Los Mexicano",150,0,"Horde",12,"0 years 0 months 9 days",657,1040,
"Balzaren",4,0,12,"Evermoon","Arco Latinos",150,0,"Alliance",12,"0 years 1 months 18 days",19744,4490,
"Baranek",10,0,12,"Evermoon","Zakon Czarnego Wilka",150,0,"Horde",11,"0 years 7 months 20 days",334,-1,
"Barfonme",10,0,9,"Evermoon","Pancakes",150,0,"Horde",0,"7 years 8 months 29 days",85118,-1,
"Bayag",2,0,8,"WoD","Instinct",150,0,"Horde",6,"0 years 8 months 3 days",5399,-1,
"Belatrixs",4,1,12,"Evermoon","Ronin",150,0,"Alliance",12,"0 years 4 months 10 days",826,435,
"Beliahh",4,1,12,"Evermoon","Liquid",150,0,"Alliance",14,"0 years 1 months 1 days",2504,9645,
"Benekpl",3,0,6,"Evermoon","Warriors of the Alliance",150,0,"Alliance",0,"5 years 7 months 26 days",47977,-1,
"Beya",10,0,10,"Evermoon","Pancakes",150,0,"Horde",0,"7 years 8 months 29 days",97058,-1,
"Birpas",10,0,12,"Evermoon","Los Mexicano",150,0,"Horde",13,"0 years 0 months 9 days",1854,3790,
"Biwahayahide",11,1,5,"Evermoon","soup",150,0,"Alliance",19,"0 years 0 months 28 days",4954,855,
"Bjarke",2,0,1,"Evermoon","Legions Bane",150,0,"Horde",126,"0 years 1 months 9 days",73644,2990,
"Blodyhell",6,0,6,"Evermoon","Mataclanes",150,0,"Horde",0,"6 years 2 months 8 days",19717,-1,
"Bokkdetc",10,1,12,"Evermoon","Los Mexicano",150,0,"Horde",14,"0 years 0 months 19 days",2142,610,
"Boladecarne",8,0,8,"WoD","Cha Ching",150,0,"Horde",26,"0 years 1 months 30 days",33948,1180,
"Bonkey",6,0,10,"Evermoon","Blood Knights Onslaught",150,0,"Horde",0,"3 years 7 months 26 days",21754,-1,
"Bouncebabe",2,1,3,"WoD","Parental Advisory",150,0,"Horde",0,"6 years 1 months 21 days",40782,-1,
"Bourgondier",10,0,12,"Evermoon","The Rising Phoenix",150,0,"Horde",11,"0 years 7 months 20 days",236,-1,
"Brakenfel",10,1,12,"Evermoon","Los Mexicano",150,0,"Horde",13,"0 years 0 months 18 days",1214,880,
"Brisas",10,1,2,"WoD","Inmortales latinos",150,0,"Horde",34,"0 years 0 months 2 days",16739,7190,
"Brwtlty",1,1,2,"Evermoon","Evermoons Inn",150,0,"Alliance",65,"4 years 11 months 13 days",19730,-1,
"Buknoy",10,0,12,"Evermoon","V A L H Â L L A",150,0,"Horde",12,"0 years 7 months 2 days",515,-1,
"Bulbulsaur",2,0,10,"WoD","Los mexicanos",150,0,"Horde",19,"0 years 2 months 6 days",14614,1910,
"Bulkkoch",10,1,12,"Evermoon","GUARDIANES DE LA HORDA",150,0,"Horde",12,"0 years 8 months 0 days",884,-1,
"Buridk",10,0,6,"WoD","Wrath Forged",150,0,"Horde",26,"6 years 10 months 10 days",9931,2530,
"Bébicuki",10,1,12,"Evermoon","La Familia Peluche",150,0,"Horde",13,"0 years 7 months 1 days",1759,-1,
"Cadejoblanco",22,0,6,"Evermoon","Arco Latinos",150,0,"Alliance",37,"0 years 2 months 2 days",26407,520,
"Caithlin",10,1,3,"Evermoon","The Insomniacs",150,0,"Horde",0,"6 years 7 months 26 days",77551,-1,
"Calamitios",10,1,8,"Tauri","OldSchool",150,0,"Horde",0,"5 years 1 months 9 days",6473,-1,
"Canaris",11,1,6,"Evermoon","Nachtwächter",150,0,"Alliance",0,"5 years 7 months 20 days",53916,-1,
"Canedio",11,1,6,"WoD","aner alrep al",150,0,"Alliance",30,"0 years 1 months 11 days",11302,265,
"Carapocha",10,0,6,"Evermoon","HIJOS DE LA HORDA",150,0,"Horde",43,"2 years 2 months 4 days",34773,150,
"Catcaller",10,0,12,"Evermoon","Hollywood Undead",150,0,"Horde",11,"0 years 0 months 5 days",316,560,
"Cazasape",8,0,3,"WoD","Creative Pulls",150,0,"Horde",11,"0 years 7 months 22 days",4979,-1,
"Cethis",10,0,12,"Evermoon","GUARDIANES DE LA HORDA",150,0,"Horde",11,"0 years 8 months 0 days",687,2295,
"Chertolet",1,1,8,"Evermoon","god save our gasoline",150,0,"Alliance",32,"0 years 0 months 19 days",11065,2280,
"Chewthegum",10,0,2,"Tauri","MAKE OG GREAT AGAIN",150,0,"Horde",0,"8 years 0 months 12 days",55163,-1,
"Chicadulce",5,1,3,"WoD","legiondelatinos",150,0,"Horde",44,"0 years 10 months 4 days",22889,-1,
"Chub",7,0,8,"WoD","Awesomesauce",150,0,"Alliance",0,"8 years 1 months 4 days",2059,-1,
"Cocorette",4,1,11,"WoD","Bloodymary",150,0,"Alliance",19,"0 years 1 months 23 days",11880,2395,
"Cocuernix",6,0,11,"WoD","Cha Ching",150,0,"Horde",17,"0 years 1 months 18 days",10071,10160,
"Codigoo",10,1,12,"Evermoon","Asfrawor",150,0,"Horde",11,"0 years 0 months 10 days",5179,1785,
"Coolblast",8,0,8,"Evermoon","Infinity Castle",150,0,"Horde",10,"1 years 0 months 2 days",2494,-1,
"Coorslight",10,0,2,"WoD","Asylum of the Chaos",150,0,"Horde",0,"6 years 11 months 22 days",5069,-1,
"Craworld",10,0,2,"WoD","Los mexicanos",150,0,"Horde",33,"0 years 3 months 4 days",21517,880,
"Crazyarmss",8,1,11,"WoD","Крепкие Орешки",150,0,"Horde",27,"0 years 0 months 10 days",36368,625,
"Criptica",10,1,12,"Evermoon","Ñ GANG",150,0,"Horde",11,"0 years 1 months 5 days",147,2475,
"Crittersa",10,1,5,"Tauri","CENTRAL",150,0,"Horde",0,"3 years 6 months 1 days",90580,-1,
"Crysslack",4,0,1,"WoD","Archons",150,0,"Alliance",0,"5 years 1 months 2 days",13250,-1,
"Csipkeszolta",5,0,9,"WoD","Supernova",150,0,"Horde",0,"7 years 1 months 30 days",1779,-1,
"Ctvrtnik",10,0,8,"WoD","Böcsület Farm",150,0,"Horde",0,"7 years 0 months 17 days",12078,-1,
"Cubeboy",10,0,12,"Evermoon","Los Mexicano",150,0,"Horde",13,"0 years 0 months 19 days",1665,5405,
"Cucksock",8,0,9,"Evermoon","Yeet",150,0,"Horde",0,"7 years 3 months 6 days",57716,-1,
"Curano",8,0,5,"WoD","WoD Has It All",150,0,"Horde",25,"0 years 8 months 12 days",17648,2700,
"Cyckiseusmaz",10,1,8,"Evermoon","Muzykanci z Gruzji",150,0,"Horde",0,"7 years 7 months 24 days",98527,-1,
"Cårißßean",1,1,3,"WoD","banned",150,0,"Alliance",0,"8 years 6 months 3 days",37087,-1,
"Cønstantîne",4,0,12,"Tauri","KergemarhaCORE",150,0,"Alliance",11,"0 years 8 months 0 days",440,7510,
"Daemonslayer",10,0,12,"Evermoon","The Outcasts",150,0,"Horde",11,"0 years 7 months 9 days",987,13465,
"Daffodil",1,1,1,"WoD","Mad Company",150,0,"Alliance",0,"2 years 10 months 0 days",8485,-1,
"Dahakkur",8,0,9,"WoD","Herald of the Titans",150,0,"Horde",0,"10 years 4 months 20 days",25778,-1,
"Dalelorfle",4,0,12,"Evermoon","El Ultimo Checkpoint",150,0,"Alliance",15,"0 years 4 months 12 days",1348,2490,
"Darckpack",5,0,4,"WoD","WoD Has It All",150,0,"Horde",16,"0 years 1 months 15 days",4264,3640,
"Dargina",10,1,6,"Evermoon","Autobahn",150,0,"Horde",45,"0 years 4 months 15 days",28569,2240,
"Darknesnight",10,0,4,"WoD","Archangels of Blood",150,0,"Horde",0,"7 years 1 months 20 days",7245,-1,
"Darkshadøw",1,0,4,"WoD","Skill Carries",150,0,"Alliance",22,"5 years 3 months 17 days",12044,-1,
"Darqkhoof",6,0,6,"Evermoon","V A L H Â L L A",150,0,"Horde",53,"0 years 7 months 14 days",38621,6105,
"Deadshield",5,1,5,"Evermoon","General Goods",150,0,"Horde",0,"1 years 7 months 15 days",23380,-1,
"Deamonmuer",10,0,12,"Evermoon","Hollywood Undead",150,0,"Horde",11,"0 years 0 months 29 days",296,880,
"Deathcaller",1,0,6,"Evermoon","Blank Souls",150,0,"Alliance",0,"6 years 11 months 17 days",83555,-1,
"Demirio",2,0,1,"Evermoon","Immortalis",150,0,"Horde",0,"5 years 3 months 24 days",66118,-1,
"Demonbr",4,0,12,"Evermoon","Liquid",150,0,"Alliance",12,"0 years 1 months 14 days",668,565,
"Demonerita",10,1,12,"Evermoon","Asfrawor",150,0,"Horde",12,"0 years 0 months 3 days",639,4115,
"Demoniazutra",8,1,11,"Evermoon","Asfrawor",150,0,"Horde",15,"0 years 0 months 3 days",2553,3540,
"Demonpickle",4,1,12,"Evermoon","Tribunes of the Light",150,0,"Alliance",12,"0 years 5 months 30 days",618,1055,
"Demszel",10,1,12,"Tauri","Seekers of the Self",150,0,"Horde",14,"0 years 7 months 19 days",1855,-1,
"Deszko",22,1,4,"Evermoon","Riders of Apocalypse",150,0,"Alliance",0,"6 years 9 months 15 days",33586,-1,
"Dezleit",1,1,10,"Evermoon","so easy",150,0,"Alliance",17,"0 years 7 months 23 days",7965,-1,
"Dherias",10,1,12,"Evermoon","Los Mexicano",150,0,"Horde",12,"0 years 0 months 25 days",839,390,
"Dillea",11,1,6,"Evermoon","Tears of Goddess",150,0,"Alliance",0,"7 years 9 months 11 days",48894,-1,
"Distancer",10,1,2,"WoD","Igazságiak",150,0,"Horde",0,"7 years 0 months 27 days",8783,-1,
"Ditbirt",8,0,3,"WoD","Igazságiak",150,0,"Horde",0,"6 years 6 months 22 days",390,-1,
"Domegabor",8,0,8,"WoD","ToopiClub",150,0,"Horde",0,"7 years 1 months 6 days",9953,-1,
"Dormia",8,1,11,"WoD","Wrath Forged",150,0,"Horde",29,"0 years 1 months 17 days",26931,1390,
"Doubledump",10,1,12,"Evermoon","The Skilled Mists",150,0,"Horde",14,"0 years 0 months 3 days",1141,3550,
"Downsyndrom",5,0,6,"Evermoon","Semper Talis",150,0,"Horde",59,"0 years 3 months 18 days",31011,9085,
"Dqweqgfweq",4,0,12,"WoD","灰谷小屋",150,0,"Alliance",11,"0 years 4 months 14 days",239,590,
"Draikov",1,0,2,"Evermoon","Portadores del Apagon",150,0,"Alliance",55,"0 years 7 months 26 days",56933,-1,
"Dril",10,0,1,"Evermoon","Pirate Bay",150,0,"Horde",0,"5 years 1 months 1 days",16418,-1,
"Dzokerss",1,1,10,"WoD","Leviathan",150,0,"Alliance",26,"0 years 1 months 6 days",12747,4930,
"Dórivari",10,1,1,"WoD","Persely",150,0,"Horde",0,"7 years 10 months 22 days",8895,-1,
"Easywinnyó",8,1,4,"WoD","Igazságiak",150,0,"Horde",0,"6 years 4 months 12 days",1111,-1,
"Ebolageci",4,1,12,"Tauri","CSK",150,0,"Alliance",11,"0 years 2 months 5 days",329,7150,
"Edgynut",10,0,12,"Evermoon","Grupo Tera",150,0,"Horde",13,"0 years 2 months 0 days",1018,405,
"Edpo",2,0,3,"WoD","",150,0,"Horde",0,"6 years 8 months 26 days",29678,-1,
"Efezia",10,1,6,"WoD","Los mexicanos",150,0,"Horde",29,"0 years 2 months 30 days",8068,1415,
"Egope",6,1,11,"Evermoon","Cash Flow",150,0,"Horde",0,"9 years 0 months 22 days",658841,-1,
"Egplont",3,0,7,"WoD","AFK Me",150,0,"Alliance",0,"7 years 2 months 23 days",2338,-1,
"Eisan",10,1,8,"Evermoon","Hollywood Undead",150,0,"Horde",14,"0 years 1 months 6 days",35150,7935,
"Eladamri",4,1,11,"WoD","The Collectors",150,0,"Alliance",20,"0 years 4 months 0 days",20935,845,
"Elanthiel",5,0,3,"WoD","legiondelatinos",150,0,"Horde",22,"0 years 7 months 4 days",13525,1035,
"Eledhh",10,0,12,"Evermoon","HIJOS DE LA HORDA",150,0,"Horde",12,"0 years 2 months 30 days",747,1575,
"Elenja",4,1,12,"Evermoon","Ace Of Spades",150,0,"Alliance",13,"0 years 0 months 4 days",1039,635,
"Eliedan",10,1,12,"Evermoon","Vision of Damnation",150,0,"Horde",11,"0 years 6 months 5 days",306,8685,
"Elithor",4,0,12,"Evermoon","Orgullo de Leon",150,0,"Alliance",12,"0 years 0 months 7 days",566,1000,
"Ellienne",10,1,9,"Evermoon","Provocative",150,0,"Horde",0,"7 years 3 months 12 days",51407,-1,
"Ellionora",10,1,5,"Evermoon","Purge the Alliance Rats",150,0,"Horde",2,"0 years 8 months 12 days",56673,150,
"Elmerr",5,0,8,"WoD","Elipson",150,0,"Horde",31,"1 years 6 months 2 days",31522,3500,
"Elreyexanime",2,0,6,"Evermoon","MojoRising",150,0,"Horde",0,"6 years 2 months 7 days",36311,-1,
"Elvaquillon",6,0,3,"WoD","WoD Has It All",150,0,"Horde",21,"0 years 2 months 11 days",25174,615,
"Emiliee",4,1,3,"WoD","Bloodymary",150,0,"Alliance",23,"0 years 2 months 0 days",18385,795,
"Endinx",10,1,2,"Evermoon","TOP RAID CLAN",150,0,"Horde",0,"10 years 5 months 9 days",32372,-1,
"Entergo",10,0,12,"Evermoon","Unicorns",150,0,"Horde",11,"0 years 0 months 15 days",304,2430,
"Ephrial",10,0,6,"Evermoon","The Society",150,0,"Horde",0,"4 years 11 months 24 days",52099,-1,
"Episcleritis",4,0,12,"Evermoon","Dauntless",150,0,"Alliance",12,"0 years 6 months 5 days",1172,1385,
"Erebusz",5,0,4,"WoD","O Regime",150,0,"Horde",31,"0 years 8 months 5 days",16774,-1,
"Erikwokjeliz",4,0,11,"WoD","Demonic Warriors",150,0,"Alliance",0,"9 years 9 months 13 days",76139,-1,
"Errkn",10,0,4,"Evermoon","Competence Optional",150,0,"Horde",55,"0 years 2 months 2 days",24623,240,
"Etcssp",10,0,12,"Evermoon","Il Vox Mortis Il",150,0,"Horde",13,"0 years 1 months 2 days",2787,270,
"Eternablaze",10,1,12,"Evermoon","Mud Hut Clan",150,0,"Horde",12,"0 years 0 months 26 days",1595,665,
"Eventrebmeg",10,1,4,"Evermoon","M E T H O D",150,0,"Horde",41,"0 years 9 months 9 days",36661,-1,
"Ever",10,1,8,"WoD","GigaBull",150,0,"Horde",0,"9 years 8 months 0 days",30496,-1,
"Evermor",1,0,6,"Evermoon","Behemoth",150,0,"Alliance",46,"0 years 2 months 2 days",21990,495,
"Exudaencruza",10,0,12,"Evermoon","Los Mexicano",150,0,"Horde",13,"0 years 0 months 26 days",1336,2850,
"Eyoopapa",2,0,7,"WoD","Pandaria",150,0,"Horde",0,"5 years 10 months 8 days",14300,-1,
"Ezvagytesl",1,0,3,"WoD","Rhc Killerek",150,0,"Alliance",0,"3 years 4 months 8 days",15435,-1,
"Fabigt",10,1,12,"Evermoon","Asfrawor",150,0,"Horde",11,"0 years 0 months 6 days",553,2880,
"Feisiknay",1,1,9,"WoD","HoNoR",150,0,"Alliance",0,"5 years 9 months 3 days",8914,-1,
"Felldon",1,1,2,"WoD","Lights Templar",150,0,"Alliance",15,"0 years 0 months 2 days",10855,265,
"Felnemfleo",3,0,7,"WoD","Kimaradtak",150,0,"Alliance",0,"6 years 2 months 5 days",2610,-1,
"Felray",4,1,12,"Evermoon","Ronin",150,0,"Alliance",12,"0 years 3 months 15 days",518,1325,
"Fetaost",1,0,6,"Evermoon","Wrathful Monogamists",150,0,"Alliance",0,"5 years 0 months 0 days",52188,-1,
"Filko",1,0,5,"WoD","Bloodymary",150,0,"Alliance",19,"0 years 1 months 2 days",4759,780,
"Fistedkekw",2,0,10,"Evermoon","Hollywood Undead",150,0,"Horde",10,"0 years 0 months 6 days",940,510,
"Fistyou",1,1,10,"WoD","I am fast as fak BOÍÍ",150,0,"Alliance",0,"8 years 3 months 13 days",10036,-1,
"Flamedancer",11,1,7,"WoD","Leviathan",150,0,"Alliance",0,"6 years 3 months 29 days",5748,-1,
"Flashbull",6,0,2,"WoD","A Crows of Murder",150,0,"Horde",11,"7 years 0 months 24 days",2068,-1,
"Floereye",4,1,6,"Evermoon","Fekete Hold",150,0,"Alliance",38,"0 years 3 months 30 days",12824,9060,
"Fomortiis",10,1,12,"Evermoon","GarroshDidNothingWrong",150,0,"Horde",13,"0 years 0 months 16 days",4538,4670,
"Frostgrave",5,0,6,"WoD","Cha Ching",150,0,"Horde",45,"0 years 1 months 26 days",6430,500,
"Frostscar",10,1,12,"WoD","Inmortales latinos",150,0,"Horde",11,"0 years 0 months 27 days",1371,2610,
"Führerine",10,1,12,"Tauri","WildHordeClan",150,0,"Horde",14,"0 years 4 months 30 days",2159,7745,
"Gakkar",2,0,3,"WoD","The WoD Horde",150,0,"Horde",18,"0 years 1 months 5 days",8004,150,
"Ganneti",1,0,2,"WoD","Sons of Odyn",150,0,"Alliance",0,"7 years 6 months 17 days",35973,-1,
"Garaka",2,1,6,"Evermoon","FORGOTTEN SHADOWS",150,0,"Horde",0,"4 years 8 months 21 days",72328,-1,
"Garbarus",5,0,9,"Evermoon","Guild Perks",150,0,"Horde",0,"5 years 5 months 1 days",152819,-1,
"Gfortopgs",10,0,12,"Evermoon","Echo",150,0,"Horde",12,"0 years 4 months 12 days",527,1725,
"Ghutalax",10,0,12,"Evermoon","Skill Issue",150,0,"Horde",12,"0 years 0 months 2 days",526,8020,
"Glayv",10,1,12,"Evermoon","A Murder of Crows",150,0,"Horde",11,"0 years 0 months 13 days",93,1025,
"Gokue",1,0,1,"WoD","Friends with Benefits",150,0,"Alliance",0,"7 years 10 months 5 days",11610,-1,
"Greico",10,0,12,"WoD","Inmortales latinos",150,0,"Horde",12,"0 years 0 months 22 days",427,675,
"Grinetex",2,0,6,"Evermoon","OSITOS EN LLAMAS",150,0,"Horde",45,"0 years 7 months 16 days",21710,2110,
"Grukglaive",10,0,12,"Evermoon","Drama",150,0,"Horde",11,"0 years 0 months 13 days",164,1885,
"Gulkhar",2,0,9,"WoD","Wrath Forged",150,0,"Horde",21,"0 years 10 months 16 days",13269,5585,
"Gunoieru",1,0,2,"Evermoon","la hermandad de jonathan",150,0,"Alliance",0,"4 years 10 months 20 days",47713,-1,
"Haasselhooff",4,0,12,"Tauri","Silent Light",150,0,"Alliance",11,"0 years 1 months 29 days",133,11940,
"Haitox",10,0,12,"Evermoon","Legions Bane",150,0,"Horde",11,"0 years 1 months 24 days",524,2055,
"Handromaque",10,0,12,"Evermoon","Los Mexicano",150,0,"Horde",14,"0 years 1 months 4 days",1473,370,
"Haubau",8,0,3,"WoD","Inmortales latinos",150,0,"Horde",26,"0 years 0 months 12 days",22296,265,
"Heirloomsx",10,0,2,"WoD","Wrath Forged",150,0,"Horde",19,"0 years 2 months 0 days",12623,435,
"Hellhostage",4,1,4,"WoD","Bosque de Bambu",150,0,"Alliance",31,"0 years 4 months 28 days",14939,9710,
"Hellokaraj",4,0,12,"WoD","NAGYONMENOGUILDNEV",150,0,"Alliance",11,"0 years 1 months 13 days",234,11175,
"Heloint",22,0,6,"Evermoon","Ascension",150,0,"Alliance",0,"7 years 8 months 0 days",57410,-1,
"Hetheol",10,0,12,"Evermoon","Ace of Spadez",150,0,"Horde",15,"0 years 7 months 12 days",1507,760,
"Hexclix",9,1,9,"Evermoon","General Goods",150,0,"Horde",0,"5 years 1 months 24 days",41256,-1,
"Hiitori",26,1,10,"Evermoon","Blacked",150,0,"Horde",0,"7 years 0 months 11 days",15021,-1,
"Hio",1,1,10,"WoD","International",150,0,"Alliance",0,"9 years 2 months 7 days",10571,-1,
"Holypaladinn",1,1,2,"WoD","csirkefogók",150,0,"Alliance",0,"5 years 7 months 9 days",10108,-1,
"Hubii",4,1,12,"Tauri","",150,0,"Alliance",11,"0 years 7 months 27 days",105,-1,
"Huehuehehe",5,0,9,"WoD","Instinct",150,0,"Horde",20,"0 years 6 months 12 days",16792,2370,
"Huevosrotos",10,0,12,"Evermoon","Los Mexicano",150,0,"Horde",12,"0 years 0 months 18 days",756,5820,
"Hujak",10,1,3,"Evermoon","BrazilianStorm",150,0,"Horde",0,"4 years 7 months 28 days",38477,-1,
"Hymmir",4,0,8,"WoD","True Religion",150,0,"Alliance",21,"0 years 7 months 19 days",12861,2315,
"Ianlake",1,0,1,"WoD","Rohamosztag",150,0,"Alliance",25,"3 years 6 months 30 days",16598,2250,
"Ichkomme",5,0,6,"Tauri","Ottoman Empire",150,0,"Horde",0,"13 years 3 months 9 days",38447,-1,
"Icira",11,1,8,"WoD","GoldenRoyals",150,0,"Alliance",44,"0 years 7 months 8 days",22565,-1,
"Ifriit",10,0,12,"Evermoon","GUARDIANES DE LA HORDA",150,0,"Horde",12,"0 years 1 months 1 days",417,510,
"Iliaana",10,1,12,"Evermoon","The Rising Phoenix",150,0,"Horde",11,"0 years 7 months 20 days",2420,-1,
"Illidanhun",4,0,12,"Evermoon","Behemoth",150,0,"Alliance",12,"0 years 2 months 5 days",1405,1105,
"Illidanmoses",4,0,12,"Evermoon","Thunder",150,0,"Alliance",12,"0 years 0 months 4 days",700,525,
"Impaytowin",1,1,10,"WoD","Starcore",150,0,"Alliance",0,"7 years 0 months 24 days",4398,-1,
"Individualh",2,0,3,"WoD","Cha Ching",150,0,"Horde",33,"0 years 2 months 16 days",13563,4285,
"Ingmagie",7,1,8,"WoD","DasLegat",150,0,"Alliance",0,"7 years 0 months 1 days",7068,-1,
"Iovar",4,0,12,"Evermoon","Army of Divergent",150,0,"Alliance",13,"0 years 0 months 9 days",2995,455,
"Isamidayo",10,0,12,"Evermoon","Hollywood Undead",150,0,"Horde",13,"0 years 1 months 25 days",2184,5455,
"Iskanor",10,0,12,"Evermoon","Asfrawor",150,0,"Horde",13,"0 years 0 months 0 days",2255,5415,
"Ixel",10,1,12,"Evermoon","deeznuts",150,0,"Horde",13,"0 years 0 months 3 days",2550,550,
"Jagazu",4,0,3,"Evermoon","PLM",150,0,"Alliance",0,"5 years 11 months 29 days",78827,-1,
"Jakipz",10,0,12,"WoD","Los mexicanos",150,0,"Horde",11,"0 years 2 months 30 days",145,1100,
"Jambalayana",2,0,1,"WoD","Inmortales latinos",150,0,"Horde",34,"0 years 1 months 28 days",12243,2325,
"Janiboy",1,0,1,"Tauri","The Stormwind Legion",150,0,"Alliance",0,"11 years 11 months 29 days",219693,-1,
"Jask",2,0,10,"Evermoon","Grupo Tera",150,0,"Horde",10,"0 years 0 months 19 days",5118,1370,
"Jeex",2,0,4,"WoD","Gladiadores de la Horda",150,0,"Horde",0,"3 years 10 months 11 days",8334,-1,
"Jfsabngansik",4,0,12,"Evermoon","El Estanquillo",150,0,"Alliance",11,"0 years 1 months 28 days",193,1505,
"Joratest",3,0,5,"WoD","Renaissance",150,0,"Alliance",0,"5 years 10 months 5 days",12617,-1,
"Jugijusuf",1,0,10,"WoD","Stormborn",150,0,"Alliance",34,"0 years 2 months 0 days",7875,1160,
"Jungleboy",8,0,11,"WoD","Wärsong Outriders",150,0,"Horde",0,"5 years 10 months 21 days",9107,-1,
"Justxx",8,0,8,"Evermoon","Reign",150,0,"Horde",0,"5 years 10 months 9 days",396565,-1,
"Kalidh",4,0,12,"Evermoon","Mythic Regression",150,0,"Alliance",13,"0 years 5 months 15 days",9116,5910,
"Kanata",2,0,9,"WoD","Uoh Archive",150,0,"Horde",0,"6 years 2 months 12 days",17652,-1,
"Kangz",1,0,8,"WoD","Leviathan",150,0,"Alliance",0,"6 years 3 months 28 days",5520,-1,
"Kanonok",10,0,5,"WoD","Vértestvérek",150,0,"Horde",0,"6 years 2 months 18 days",11265,-1,
"Karclest",7,0,4,"WoD","True Religion",150,0,"Alliance",51,"0 years 7 months 22 days",44675,485,
"Kavabanga",6,1,11,"Evermoon","Unicorns",150,0,"Horde",20,"0 years 0 months 22 days",8786,1985,
"Kekekeke",5,1,5,"WoD","Instinct",150,0,"Horde",28,"0 years 6 months 12 days",19719,1190,
"Kellare",10,0,12,"Evermoon","Mercosul",150,0,"Horde",14,"0 years 0 months 10 days",1448,1415,
"Kelthuza",5,0,6,"Evermoon","Unicorn",150,0,"Horde",42,"3 years 7 months 26 days",27090,-1,
"Kemal",4,0,11,"WoD","Rose Noire",150,0,"Alliance",0,"10 years 0 months 5 days",12552,-1,
"Kerran",1,0,8,"WoD","Outlaws And Shady Ladies",150,0,"Alliance",0,"4 years 3 months 17 days",6496,-1,
"Kiljaeeden",10,0,12,"Evermoon","GUARDIANES DE LA HORDA",150,0,"Horde",11,"0 years 1 months 1 days",472,610,
"Kiríto",1,0,4,"Evermoon","SteinsGate",150,0,"Alliance",0,"10 years 5 months 7 days",1803,-1,
"Kisaragis",4,1,12,"Evermoon","Välhalla",150,0,"Alliance",11,"0 years 8 months 0 days",199,-1,
"Kledar",10,0,9,"WoD","Ahlulbayt",150,0,"Horde",0,"7 years 2 months 0 days",18648,-1,
"Konc",26,0,4,"WoD","csikicsuki",150,0,"Horde",0,"6 years 0 months 19 days",18032,-1,
"Kreatheone",10,0,12,"Evermoon","Champion OF The Horde",150,0,"Horde",11,"0 years 7 months 21 days",644,6125,
"Krishnamurtí",4,0,12,"Evermoon","Alma Nocturna",150,0,"Alliance",12,"0 years 7 months 23 days",1040,1115,
"Kronius",1,0,6,"Evermoon","Harcosok klubja",150,0,"Alliance",0,"3 years 0 months 16 days",62622,-1,
